sentiment,review_body,product_category
-1,"First of all  mine arrived in a regular denim shade  not the dark wash shown. also  the style is more like a blazer  and it was huge. i am 5'2"" and ordered the petite xs but even xxs would have looked like a baggy blazer. as well  the sleeves came barely past my wrists  they are designed to cuff as the model has done? perhaps on someone taller and younger it would look edgy and chic! the quality is excellent with some nice details. this might be one to try in person  if you can.",Outerwear
-1,Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great  but the quality leaves something to be desired.,Outerwear
-1,I had been eyeing this coat for a few weeks after it appeared in the email  and i finally decided to purchase it to treat myself. i was very excited to get it  as it is a beautiful coat online. however  once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168  and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well.     perso,Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,I love the colors and style of this poncho  however  the fabric is a total miss.  it is so scratchy  i developed a serious rash within the first 1/2 hour of wering it. also  unfortunately  the fabric is not woven tightly  so the poncho does not keep you warm  the wind whips right through it. it is disappointing that while the styles of retailer have remained top  the quality of their clothing has steadly gone down the hill. i hope retailer will put more effort in bringing the quality back.,Outerwear
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,Not as cute as photos  and too small in chest. i am 5'5''  125 lbs  and the small was too tight in the chest  and i am not large here at all. shoulders and sleeve length fit well. will return. not comfortable  and will need to be able to button it on rainy days.,Outerwear
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,I'm usually a 12  or size l in retailer and when i tried this on  buttoning it up from the bottom  i was so excited...until i reached the chest. it was way too tight in the bust and i am not that big in that area - it was painfully tight on my 38d chest. it's also unlined  which makes it not very useful for anything other than the warmest times of year. it's a shame because the skirt is swishy  and a good length - many trenches are too short  or not wide enough on the bottom for a fuller figure. i,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,What a let down. this is not what i would call a coat but a sweater. it is unlined and very lightweight. the fit was cute and would have been so great if it was actually a coat.,Outerwear
0,I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust  and i did an arm wiggle that made the arms too tight near where they met my body. no problem  medium it is.,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
1,I love this coat  and wanted it to fit so badly! a 12-14 always fits well  but i can't even start to button up the large in this coat. so sad!!!,Outerwear
1,I agree with the other reviews that the side slits are not at all represented in the images. thankfully there was an instagram photo of the coat posted by the time i ordered it that showed the side panels very clearly  so i was not caught off guard. i like that the panels allow for ease of movement  but when there's a cold wind it would be nice if they were not there. this coat is a great statement piece for a night out  just not as much for day to day wear if you're looking for something warm a,Outerwear
1,I saw this trench in an email a couple weeks back and instantly fell in love. i bought it for myself for my birthday and got it just the other day and it is just as beautiful in person as it is online. fits true to size and is so flattering. i love the true navy color and cannot wait to wear this on cool spring nights!!,Outerwear
1,This jacket is made well and looks great but sadly i ordered the size 00p and it was still too large! if it had of been smaller i'd love it but it wasn't so i had to return it....,Outerwear
1,Really nice  substantial  fully lined sweater coat. i love the structured look and the faux-leather piping around the zipper and the pockets. quality seems to be very good. it runs true to size  maybe slightly on the small side (especially for larger hips/busts) so if you are in between sizes  go up. i chose small and it's just right; i wouldn't be able to zip around my hips with xsmall. besides the price  which is why i dropped one star  i cannot really find any fault in this sweater coat.,Outerwear
1,This is long--as it is shown in the picture. i am five 8  and it's actually too long for me. it looks a bit matronly on as it's just so long. i loved the fabric--it's not heavy and it's super soft. i think it runs one size big. it's made very well  and as i stated  it is a nice fabric with a soft hand. it would be nice for a crisp fall day. that being said  the length just isn't right and does nothing for me. i'm five 8 and slender . i definitely do not think a petite woman would like this or be,Outerwear
1,Fun and elegant!  this cape is my favorite purchase in a long time! the juxtaposition of the black and red body against the grey faux fur collar is stunning! it has brass detail snaps up and down both sides as well as at the generous pockets at natural length on both sides. it is very well made of good quality materials  as all tracey reese pieces have been in my experience.  it does run true to size as it is an oversized piece  which adds to its classy dramatic flare! it is comfortable to wear,Outerwear
1,I love this coat! it is exactly what i was looking for. it is unlined (with cute fabric edging on the seams) and a lightweight wool but it is roomy enough for layering and that is what i like about it. also like the length as it can conceal a long tunic sweater without it hanging out the bottom. it is very versatile in that it can be worn with something dressy or jeans and leggings. also like that i can add any fun scarf to dress it up or down. it's a great contemporary shape. i would say this c,Outerwear
1,If i could tell you how many compliments i got on with this coat  i would end up writing a book. this coat is beautiful  fits like a glove. i got the size 4  went into the store to try it on to make sure it fit right and tried on both the 4 and 6. i'm typically a 2  so i guess i went a size up. this coat is striking and the colors are beautiful.,Outerwear
-1,These pants are the perfect color  and i love the detail of the zippered pockets... i was so excited when they came in the mail and fit pretty well. they were slightly loose  but i thought they would hold their shape and the size smaller would be too small. after an hour of wear  i was swimming in these! i can almost pull them down without unzipping them and the seat of the pants looks particularly  um  saggy. i am in-between a 4 and 6  and since the pants are detailed as slim fit  i thought it,Pants
-1,I bought these and returned them almost immediately. the material looks nice  but itchy and heavy. the fit is too small and just uncomfortable to wear.,Pants
-1,So i'm not sure if its just my body type or what  but this did nothing for me. the bottom  which i thought would be too big was actually too small in both the small and the medium (i'm a size 8 bottom) and then when i sized up to the medium it was still too tight and then the top was loose. i just think this one is going to take the right body type. it could look really beautiful on the right person  just not me.,Pants
-1,"Within 2 washings the color faded to a not so black black  like a pair of pants that has been washed over a year's use. after 5 or so washes the hook and eye closure began to fall off. the pants fit well  albeit a bit short (i'm 5'9"") and they run small. i sized up to a 6  when i usually am between a 2 or 4. i let the hem out  sewed the hook and eye closure back on and redyed them  and now they are good to go  but for nearly $90 i don't expect to have to do this much work. these are not my first",Pants
-1,As soon as i pulled these pants from their packaging  i feel in love with them. the fabric was so soft - i could not wait to get them on...yeah  that was not going to happen! i could not pull them on - not even a little bit! these pants run incredibly small. i ordered them twice: once in my regular size  and again in a larger size. unfortunately  i am sized out of these beauties.,Pants
-1,"These have a very interesting cut. it seems like they were made for someone extremely tall. i'm about 5'5"" and the size 4 fit in the waist  but fell way below where they do on the model on the picture. it's hard to imagine who they would look good on  they're also very poofy right below the waist.",Pants
-1,I loved these pants. they fit perfectly. and then i washed them. like the other reviewers the pants came out with spots all over them. the color seems to have faded in splotchy patterns. so sad.  wondering if retailer will provide store credit or something to make it right?,Pants
-1,Pants are overpriced and very uncomfortable. to my utter dismay i wore them during a business trip for the first time and ended up with bruises caused by the side zipper. i have been a long time retailer shopper and usually my go to store  however ending up with a pair of pants that caused me pain was a very big disappointment ,Pants
-1,Hei hei is my favorite line. i am a medium in all of the pants i have ever purchased from this brand.  i ordered these in the green and they arrived today. they fit me as if they were an xxl. i have a similar pair in rust from last summer so i assumed that they would be the same.   obviously they are going back tomorrow . i'm very disappointed  they are a nice looking jogger and the color is pretty.,Pants
0,They were too small for me. i loved them other than that.,Pants
0,"I finally ordered this at this incredible mark downed price...but i see why. it is cute  but serious size issues  i have a bust but smaller everywhere else but i did order up because of it being a jumpsuit...i would have needed 6"" more to even zip the top part! i have many trendy jumpsuits in my closet and this is a first! if you are flat chested you may want to try at this great price as it would be a great piece for sitting by the fireside next fall/winter...never too soon to plan ahead!",Pants
0,I tried this in an xxsp. i am normally an ssxp or xsp. it fit me well everywhere except in the crotch where i was given a slight wedgie. not the look i was going for. if i sized up  the rest of the jumpsuit would be too large on my frame.     also  i don?t feel the quality matched the price point. the one i received had a lot of loose stings already and it was unopened previously. that being said  it is a beautiful color and on the right body  the style would work well. it just wasn?t for me.,Pants
0,I purchased these pants in blue  they fit great - only problem is that one leg is about 1/2 inch longer than the other. i got them on sale with a discount so i will keep them and take them to a tailor to fix. bummer.,Pants
0,Loved these pants when i tried them on they looked great and felt so comfortable. when i washed according to the directions on the tag the bottom of one leg lost so much color that i can't wear them anymore..so disappointed!,Pants
0,I love these pants but be care when you do laundry. the dye transferred to another pair of pilcro chinos that was a little lighter color. very frustrating. label mentioned it but i only noticed after it happened because the colors are both not that dark at all.,Pants
0,"Love the cut and the way they drape. size 26 and 5'6"" 135lbs fit great until you wear them for an hour. all of a sudden my 26s became 28s. they were practically falling off. i plan to wash them to see if they shrink. i wish they held their shape since they are so cute.",Pants
0,These ran true to size  but the fabric is very stiff and unforgiving. i'm athletic and have lean legs  but these seemed to cling to and roll on every dimple on my thigh. and sitting down was uncomfortable at the knees because of the stiff fabric. i loved how they fit at the waist  but the legs just didn't work for me. sadly returning these.,Pants
0,I love love love these pants!!! they actually fit me and look great!!!! buyer beware that the dye used is very delicate. i had a very slight stain on them that most likely only i noticed  but i decided to use a spray and wash stain remover. the resulting removal of the stain came with a very large loss of color anywhere the stain remover touched. unfortunately this has made these pants unwearable. buy  wear and wash these with care!!!,Pants
1,These pants are awesome! very light weight and will be great for spring/summer. now if only the sunshine will get here and melt away all of this snow!  i also purchased the top pictured on the model  it is super cute with this outfit and can work with so many different looks. check it out!  they run big  i would definitely consider sizing down or ordering two sizes to try on.,Pants
1,I like this! the fabric is soft and a little less orange-looking than in the photo. i'm usually a size 12 or 14 and the size l is very small on me - as in i'd have to lose a little weight for it to look normal on me. also  it's a bit annoying that you have to undo all the little buttons in the bodice to get it on and off when going to the bathroom. but otherwise it looks cute and even has pockets!,Pants
1,"So  i usually find that retailer tops run large (everywhere else i'm a medium  but i'm always a small at retailer) but with pants or slacks i'm usually an 8 and i always have to size up in retailer to a 10  but based on some of the other ""runs large"" reviews  i stuck with my normal size 8 and they fit perfectly! super cute. not lined  but the material has a nice weight to it  so that doesn't bother me. will def be wearing to the office.",Pants
1,These pants are simply darling! i purchased them with my birthday discount (thank you  retailer!) and even without a discount i think they are worth every penny. flattering  and the most important feature of any pant  makes my butt look good. don't hesitate  buy these today before they are out of stock.     the fit is true to size and the material is of excellent quality.,Pants
1,Love love the print on these but the fit is off. i tried on the solid color in this same style and i took my regular size 30. these i needed a 12. the waist seems really small but the bottom leg parts stretch out and are kind of baggy after 1 wear. i can't go down a size because the waist was too small on the 10. since i love the print so much it may be tolerable. rare for hei hei to fit wonky.,Pants
1,I'd been eyeing this for months  loving the look but afraid it'd be too young for me (i'm 58). i tried it on in the store and loved it  with one caveat: it hangs rather like a sack  so i think it needs a belt for waist definition. with a belt  it looks great. my measurements are 38-30-38 and i wear a medium. oh  and contrary to what other reviewers have said  i don't find that the fabric is too thin or transparent.,Pants
1,"I've been buying pilcro for years. they are good quality  comfortable and wear well. my only complaint is (and this a general complaint of all pants today) is that these are cropped. i have a 35"" inseam. these stop well above my ankle but i love the color and the general fit. i'm used to having most of my pants (even those labelled tall) be too short so i don't mind it too much. i feel as though it runs a little big due to how much stretching that happens as you wear them. it's pretty much a tra",Pants
1,I love these pants purchased them in white the fit is great the fabric is just the right thickness given they are white i don't want the fabric to be too thin a bit long so i will have to have them tailored but vey happy with these pants,Pants
1,I always look at jumpsuits but they never seem to work for me because of my height (5'1) and petite stature. i ordered the xxsp and it fits perfectly! so comfortable and made of high quality silk which you can really feel is well made. love that there is no zipper- just a hidden elastic tube top and a hook and eye below the nape of the neck. plan on wearing this for my 30th birthday with heels or booties and a cropped leather jacket!,Pants
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
-1,I love the way these shorts fit and look; very comfy  but after laundering one time  the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors  but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback  but be careful with laundering.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
0,When these shorts arrived i loved them and was so excited to wear them on my upcoming trip to the beach. the high rise waist is very flattering and the material was extremely soft. the floral detailing was a little more orange than in the picture but i still loved the contrast. the first time i wore these i immediately noticed threads coming loose throughout the day. it was minor but still concerning for an item that was so costly. the real problem arose in the evening when i put on a jacket on,Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,I was so excited for this romper  but was disappointed after trying it on. the material felt cheap for the price  and it runs quite small. will be returning. :(,Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,I bought these for a trip to the caribbean. i sweat a lot. if you have ever been humiliated by having a ring of sweat around your crotch area  then i do not recommend these shorts in the moss color. this color and fabric do not camouflage sweat. i will spare you the photos.,Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,These run very large.  i wear a 25 or 26 in paige jeans  and the 25 in these shorts were way too big.  i fear if i got the 24 they would be a little short.,Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper  etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.,Shorts
1,Cute everyday shorts. run tts to maybe just slightly small. not too short for this mid 30s mom.,Shorts
1,Wore these to church and stayed cool without being scandy. i havent worn skorts since the 90s and this was such a nice return to that trend. :-),Shorts
1,The fitted high waist with the wide legs make for a flattering and comfortable short. perfect length as well! dress up or down. love these shorts and wish there were more colors!,Shorts
1,I purchased two pair (navy and sky) for a trip to the caribbean and i'm so glad i tried them on in the store! these are the nicest fitting and most comfortable shorts i own by far. would highly recommend  well made too.,Shorts
1,The fabric quality and style are amazing. the fabric is very high quality and so soft and the style is nice for an adult. i generally don't wear shorts because of length  style and other problems but i can wear these without feeling like a high schooler. i usually wear a 24/00 in pants  i ordered the 0 and was worried that it would be too loose and look sloppy on me but it fits amazingly. one of my favorite purchases ever!!!,Shorts
1,Overall great romper! i have a long torso and thicker legs so i sized up to a small and i am very happy i did. the shorts are a bit on the shorter side and go upon the sides so another reason to consider sizing up. the quality is great and super soft chambray with a trendy tie up.,Shorts
1,I tried on this romper when it was still full price and loved it  but wasn't sure i wanted to splurge at the time. at the new sale price this romper is definitely worth it for the quality and style. i am 5'2''/103lbs and the xs fits pretty well  but truthfully an xxs would have been better if it existed. the top part of the romper (above the waist) is a bit long--- the waistband hits maybe an inch or 2 below my natural waist  but perhaps this can be tailored. overall very happy with this purchas,Shorts
1,This is the cutest romper ever !! very high quality..   it has always been a challenge for me to find and love rompers. but this fit beautifully.  i cant wait to wear it this summer.,Shorts
1,The romper was really quite and looks just like the picture. quality felt good too. but when i tried it on the sleeves just didn't look right on me. they were too long and too big. for that reason i decided to return it.,Shorts
-1,While i love the fabric and the pattern  this skirt leaves too much to be desired. the full price is absurd considering what you get.  there is no mention online that there is no built in slip  and as the material is extremely thin a slip is an absolute must. (see attached photo.) even in dim lighting you can see straight through.   also for this price point it is strange that the skirt is 'pull-on styling.' i would say that it is true to size  and i am usually a medium @ retailer  but i have a sm,Skirts
-1,This skirt is very pretty  but not only does it run small but only a small portion of the waistband is elasticized  so there's very little stretch. for those of us with a significant difference in our waist and hip measurements  there's no way to get this skirt on past the hips.,Skirts
-1,"I was so excited about this skirt and pairing it with a cute blouse for the warmer weather. as i took out the skirt out of the package and flipped it around  the back has mesh strips that are see through! there is also no lining to go with this skirt. if you go back to the ""back view"" picture on the website and zoom in closely  you can see the model's black underwear.",Skirts
-1,I agree with the other reviews - runs small. would have been perfect if it actually was comfortable. waistband doesn't stretch all the way around. bummer.,Skirts
-1,If i could sew  i'd take the fabric from this skirt and make it into a different shape (after ordering a bigger size). the fabric is just as it appears online -- totally gorgeous with almost a quilted feel to it. however  this thickness means the skirt sticks out like something judy jetson would wear. it's also too small in my go-to skirt size (and i order a lot at retailer). the waist and hips are small (making the skirt too short as well)  but the bottom flares out ridiculously. i ordered two of,Skirts
-1,This product runs either really small or is super high waisted. either way not for me.,Skirts
-1,I was so excited to get this in the mail  and so disappointed when i put it on. it had a nice feel to it and fit well when i zipped it up  but i don't really know how to adequately describe what it looked like when i glanced in the mirror - lumpiness along the seams? i don't know if it was a manufacturing flaw or not  but it gave me lumpy-looking hips and then kind of clung around my mid-thigh area. returned it the next day.,Skirts
-1,This skirt fits in a strange way. there is one pleated area but it is on the side so it is not flattering and i kept feeling as if i wanted to straighten the skirt.. the elastic looks frumpy. unflattering.,Skirts
-1,I ordered my usual size m and when arrived i thought the material and cut was nice.  once i tried it on it was way too big in hips.  i looked rather comical how it extended on the sides.  i returned the dress.,Skirts
0,Super cute but order at least one size up,Skirts
0,This skirt looks exactly as pictured and fits great. i purchased it a few weeks ago and got lots of compliments on it. however  on the third wear  the side zipper split wide open. needless to say  it was returned.,Skirts
0,Great summer skirt  can be dressed up or down. the band top is weird  but you don't have to style it as pictured. i may get the top hemmed down the road.    i have a 32 waist and got a size large.,Skirts
0,Love the print  length  and cut. but the tie waist hangs in a weird way and seemed like it would stretch out and sag after a while. sad to return it.,Skirts
0,Why does the lining stop at mid thigh when the skirt is long? makes product look cheap while wearing. love the color  the fabric  and the fit  but cant get past this less than quality feature - will be returning.,Skirts
0,This skirt ran short  small  and boxy. if you can get the right fit  the skirt is great quality and super cute  but i recommend trying on in store for sizing.,Skirts
0,So i was super excited to get this skirt  unfortunately it's not what i thought it would be. the color is much different then what pictured  it has bronze threading and the black on the picture is more gray in real life. the material isn't so great easier  i thought it would be thicker but instead it's pretty thin and wrinkles easy. the design is very cute and it is a flattering shape but the material is just too poor for me to give this a good rating. i wouldn't say it's itchy like the other re,Skirts
0,This is a beautiful fabric and the skirt is so nice. what is wrong is the cut of the skirt. one side bells out more than the other  giving it an off center look from the front. my legs were not centered.,Skirts
0,I ordered this skirt and i was so excited when i first saw it. the photo doesn't really do the colors justice. the contrast of the bright colors makes this skirt one of a kind. i returned this item however because when i tried it on  the pattern was just at the wrong place and emphasized the thighs for any of us pear-shaped ladies. the side profile of my thighs in this skirt was just horrible.,Skirts
1,Love this skirt! it's definitely on the tight side  but is a stretchy material. i'm between a 6 and an 8 and went with the six because i liked the way it hugged my curves. as an hourglass shape i sometimes have problems finding pencil skirts - they either fit in the hips and are big at the waitband or the other way around. this one fit great throughout  and was both slimming in the front and flattering in the back. i was also worried that if i tucked anything into this skirt there would be weird,Skirts
1,Overall beautiful skirt  material is a little on the heavy and stiff side but still a really nice skirt,Skirts
1,I wanted to love this skirt but i got it today and i just was a little disappointed...i read all the reviews but i found it ran small and really fitted not straight pencil like on the model! it is a knit...and it looked like cotton...has a lot of give but it hangs a little weird. the panel in the front doesn't lie flat and looks a little funky! the colors in the skirt look exactly like the picture on line so that was good... i liked it but didn't love it and for $98.00 i want to love it! i am be,Skirts
1,"Had been eyeing this for a while. print is beautiful in person  just as pictured. tts fit (size 8  5'7""  150#  pear shaped). comes within a couple inches of my knees so long enough to wear to work.",Skirts
1,I saw this skirt online and had to have it. as another reviewer mentioned  the color is more of a yellowy ivory. the skirt is very pretty  but also has a very thick/heavy satin polyester lining. i don't feel like i could wear it during the summer because the thick poly lining wouldn't breathe. that was the deciding factor and sadly i'll have to return it.,Skirts
1,I saw this skirt online and loved the vibrant colors  pattern  and style. it looks even prettier in person. the material is light and soft. the skirt is fully lined so you don't have to worry about it being see-through. also  the skirt is a good length for me and won't drag on the floor. happy with purchase. recommend.,Skirts
1,"I'm not sure why they call this ""black"" because what you see in this pictures depicted is pretty much the shade in person. the fabric itself is lovely. it made my wider hips look smaller! :)  ___________ pros: - drapes beautifully on the body  especially for curvier gals. - not black but a deep navy/velvet look and feel. - very forgiving and stretchy. - perfect length in front and back. - hides imperfections wonderfully. - soft  flows well  and unique!  cons: - material is thin  not for winter a",Skirts
1,Comfortable. flattering. i agree with other reviewers that this is great piece. i purchased the red one and it is beautiful. fits tts.,Skirts
1,This skirt is stunning. the red is so vibrant. this will be a staple in my wardrobe for years to come. it can be dressed up or down. love it!,Skirts
-1,I ordered a size large  however as a large  my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.,Sleep
-1,Ordered the biggest size available  the large. the arms are so tight  i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms  either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.,Sleep
-1,A truly unwearable slip: scratchy fabric  bunchy skirt  teeny bodice. it feels like you are wearing wrapping paper--the foil kind.,Sleep
-1,This is way cuter on the model. it runs so big that it is very unflattering. perhaps on someone tall it would look better  but sadly it looked dumpy on my 5'2 frame. it also arrived with some black stain on it. it is going back.,Sleep
-1,"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material  although comfortable  is completely transparent; if i were to try to run out to get the mail in these  the whole neighborhood would essentially see me bottomless! furthermore  these are not white but off-white (and quite a yellowy off-white  at that)  so these loungers don't look as cute with the feature",Sleep
-1,I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders  therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater,Sleep
-1,Just recently purchased and think it's ok for the price. would never pay full on this one & that's from an retailer shopper who's purchased plenty at full price. design is cute but definitely looks like a sleep shirt esp in the lighter color  so-so on construction - the bottom seams pucker slightly  the pockets bunch up weirdly (steaming/laundering don't help) & the shoulders also hunch up oddly. could be because of the thicker fabric sewn to the knit but laundering didn't help that issue either.,Sleep
-1,These are very pretty  but i have had a few problems with them. out of the package  i found them to be true to size. i think i purchased the pxxs or the pxs. however  even though they are machine washable  i feel that they shrunk upon washing and are now too short (i am barely over 5' tall). also  the elastic waistband keeps twisting within the casing  which drives me crazy. i have to keep straightening it. i think there are better options for sleep pants.,Sleep
-1,I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair  but i found the quality to be disappointing :(,Sleep
0,I loved the romantic look of this robe and gown set  but the material was very thin and wrinkled and needs to be ironed. the m/l was uncomfortable and i normally wear only a m. sadly  i returned the set.,Sleep
0,This jacket is very cozy but i had to send it back. i think it will be great on a taller person.,Sleep
0,"I really thought i would love this dress the style is really nice and the material is great. however  the length made me feel like i looked short and kind of stumpy. i feel like this dress would look really good on somebody that is more like 6ft  not my 5'6"" self.",Sleep
0,Love this  but the one thing that made me buy this is that if you look at the pic  the girl has her hand in a pocket - there is no pocket!!! which makes me bring the rating down - some one else had noted that the v is deep - they are very right - be prepared to shift the shirt lots unless you wear something under....... it is- other than that i really like it,Sleep
0,This top is oversized. i normally wear large but thought an xl would be best for sleeping. it's huge. so stick with your normal size or a size down. pretty print. fabric is a bit coarse. undecided about trying a size down because i'm particular and they didn't wow me. also ordered these in the lighter color and they fit the same.,Sleep
0,Did not notice small hole and stain on the bottoms until i had the tags removed the return label shredded.,Sleep
0,If the sweater looked as it does in the picture  i would keep it. however  it was very boxy and short  a style that does not work for me at all. i'm 5 ft. 6 in. and ordered the medium. i suspect the sweater on the model may be clipped back to make it look more form fitting. unfortunately i will have to return the sweater.,Sleep
0,Reviews said it ran small so i ordered a size up  was large on me. nicely made  but wanted something a little smaller.,Sleep
